commit,path,add,del,arch,subsys,topdir
3a65347e0f9687da70b2f1ac003128f3a297bdf4,src/python/m5/SimObject.py,3.0,1.0,,python,src
c0ca47b6ed6a4182ad3ceba8f43c5989b10a14d6,src/dev/intpin.cc,0.0,5.0,,dev,src
c0ca47b6ed6a4182ad3ceba8f43c5989b10a14d6,src/dev/intpin.hh,4.0,6.0,,dev,src
e54efbd8e95688dcc36a0f0a47c6abf742bc8931,src/mem/SConscript,1.0,0.0,,mem,src
e54efbd8e95688dcc36a0f0a47c6abf742bc8931,src/mem/port.cc,3.0,1.0,,mem,src
eb85b173ddb6cdb6c38056e2847a5b1230600a8b,configs/learning_gem5/part3/msi_caches.py,3.0,2.0,,configs,configs
eb85b173ddb6cdb6c38056e2847a5b1230600a8b,configs/learning_gem5/part3/ruby_caches_MI_example.py,3.0,2.0,,configs,configs
527b91a0e8813732d5f3cfa2b65f93ebcaa34d57,src/python/gem5/components/boards/riscv_board.py,1.0,1.0,,python,src
b07af1076c589c83b886a72e85b6954424f5e523,src/systemc/tlm_bridge/sc_ext.cc,58.0,0.0,,src,src
c1b709e46d5276d46891cae9933a33ebb83bcc3d,src/arch/arm/fastmodel/amba_to_tlm_bridge.cc,29.0,0.0,arm,arch,src
c1b709e46d5276d46891cae9933a33ebb83bcc3d,src/arch/arm/fastmodel/amba_to_tlm_bridge.hh,1.0,0.0,arm,arch,src
ea9620922c0f124f30432af792b245e9c96b5f41,src/arch/arm/mmu.cc,72.0,94.0,arm,arch,src
ea9620922c0f124f30432af792b245e9c96b5f41,src/arch/arm/mmu.hh,2.0,0.0,arm,arch,src
343f7b7bf667956cc0b62ff7ebdcdcc9363a5470,src/arch/arm/insts/misc64.cc,3.0,2.0,arm,arch,src
ccdec1b11d404b3f5a2be95192fd4306bb459ccf,src/arch/arm/insts/static_inst.cc,4.0,3.0,arm,arch,src
90207e150ce4c6b9058d3e74d1505ba50c2541c1,pyproject.toml,3.0,0.0,,pyproject.toml,pyproject.toml
f8439a12bebe05c764dd2eb7bc163d6838ae20f4,util/dockerfiles/ubuntu-18.04_all-dependencies/Dockerfile,1.0,1.0,,util,util
f8439a12bebe05c764dd2eb7bc163d6838ae20f4,util/dockerfiles/ubuntu-20.04_all-dependencies/Dockerfile,1.0,3.0,,util,util
b893344b7d937eb7ea4a1ddb113c3f1369d1487c,src/mem/ruby/protocol/chi/CHI-cache.sm,5.0,5.0,,mem,src
b893344b7d937eb7ea4a1ddb113c3f1369d1487c,src/mem/ruby/protocol/chi/CHI-dvm-misc-node.sm,4.0,4.0,,mem,src
f9b57ee4ed4666301e7cfc0eb3a27504536b2a84,src/mem/slicc/symbols/Symbol.py,17.0,1.0,,mem,src
24daaf7828a5557287358fcd85f456b24f53677f,build_tools/code_formatter.py,15.0,3.0,,build_tools,build_tools
d337af68188875a906501533f1b9fa0ca000bda5,configs/example/sst/riscv_fs.py,2.0,0.0,,configs,configs
01e99c3c7d44724170122d426223f1370a3a8a88,src/systemc/tlm_bridge/SConscript,2.0,0.0,,src,src
01e99c3c7d44724170122d426223f1370a3a8a88,src/systemc/tlm_bridge/tlm_to_gem5.cc,8.0,6.0,,src,src
7a22e69db3c06e597e7002344802265a146386be,util/dockerfiles/ubuntu-20.04_all-dependencies/Dockerfile,2.0,0.0,,util,util
7b783a180d91853a194ee431af6c5b8a52c5351c,system/arm/bootloader/arm64/boot.S,2.0,0.0,,system,system
8fb2dfaa6a60494c3ced8641b540a285894c7776,src/arch/riscv/isa/bitfields.isa,6.0,0.0,riscv,arch,src
8fb2dfaa6a60494c3ced8641b540a285894c7776,src/arch/riscv/isa/decoder.isa,87.0,8.0,riscv,arch,src
8fb2dfaa6a60494c3ced8641b540a285894c7776,src/arch/riscv/rvk.hh,601.0,0.0,riscv,arch,src
8fb2dfaa6a60494c3ced8641b540a285894c7776,src/arch/riscv/utility.hh,1.0,0.0,riscv,arch,src
a4a2170409830a5885a5e37b8dfe4afab8bca7b9,src/arch/riscv/isa/decoder.isa,9.0,9.0,riscv,arch,src
f5d15871f381b67d6fe498f95ed153c69aed52c5,src/arch/riscv/utility.hh,6.0,1.0,riscv,arch,src
b6dcae31eea135249ca6025b60b1a07faf1356cd,src/mem/shared_memory_server.cc,3.0,5.0,,mem,src
b6dcae31eea135249ca6025b60b1a07faf1356cd,src/mem/shared_memory_server.hh,3.0,1.0,,mem,src
5399ddb40ea73c00d88096dfad2bc680ca393621,util/mem/Makefile,43.0,0.0,,util,util
5399ddb40ea73c00d88096dfad2bc680ca393621,util/mem/shared_memory_client.hh,278.0,0.0,,util,util
5399ddb40ea73c00d88096dfad2bc680ca393621,util/mem/shared_memory_client_example.cc,117.0,0.0,,util,util
16af1f0cc02a56b7c0b7e87af6dc52a239ec3dc8,src/python/gem5/utils/requires.py,1.0,1.0,,python,src
b4a4bd5de7f3526ef64a1802232aeccc2816a678,ext/googletest/SConscript,1.0,1.0,,ext,ext
131f5f033ac62a7f9bd3968453584b526fd8c0bf,src/python/gem5/simulate/exit_event_generators.py,22.0,1.0,,python,src
1f32846874d2e7af40fd222467a71dbcf2007309,src/python/m5/util/dot_writer.py,6.0,0.0,,python,src
43820b070057fc7219545980f6706ad78afe8834,src/python/m5/util/dot_writer_ruby.py,14.0,4.0,,python,src
5a59607f171f86cf32d0e6c4966a7bea42d6e77d,tests/gem5/fs/linux/arm/test.py,1.0,1.0,,tests,tests
616391e48a7463e41e6f8c4e5efecf782bccebe8,.pre-commit-config.yaml,65.0,0.0,,.pre-commit-config.yaml,.pre-commit-config.yaml
40077055cfff609bd35efffe68dd858f04665e5d,src/arch/amdgpu/vega/insts/op_encodings.cc,8.0,1.0,amdgpu,arch,src
c7405f621b16978e5b0e65ab45d5a3325264518d,util/dockerfiles/ubuntu-18.04_all-dependencies/Dockerfile,1.0,1.0,,util,util
c7405f621b16978e5b0e65ab45d5a3325264518d,util/dockerfiles/ubuntu-20.04_all-dependencies/Dockerfile,1.0,1.0,,util,util
152ffb0d43dd8b57a6c0ffa8f061f373db6b177d,src/python/gem5/components/processors/abstract_generator_core.py,0.0,1.0,,python,src
152ffb0d43dd8b57a6c0ffa8f061f373db6b177d,src/python/gem5/components/processors/abstract_processor.py,0.0,2.0,,python,src
3a73aa3ac1814d0311989cd2b7235d44a6741c07,src/arch/amdgpu/vega/decoder.cc,21.0,3.0,amdgpu,arch,src
3a73aa3ac1814d0311989cd2b7235d44a6741c07,src/arch/amdgpu/vega/gpu_decoder.hh,3.0,0.0,amdgpu,arch,src
3a73aa3ac1814d0311989cd2b7235d44a6741c07,src/arch/amdgpu/vega/insts/instructions.cc,129.0,0.0,amdgpu,arch,src
3a73aa3ac1814d0311989cd2b7235d44a6741c07,src/arch/amdgpu/vega/insts/instructions.hh,102.0,0.0,amdgpu,arch,src
4b554f6f033155d7095a9db177f1b9fe625412e0,src/python/gem5/components/boards/se_binary_workload.py,10.0,1.0,,python,src
0fdfdbb130f9cb831fd7b99e363d8e9479fd75dc,configs/ruby/GPU_VIPER.py,3.0,1.0,,configs,configs
af9ecf79202dcb37c6ea7d71a0a45b8b19bf8df0,src/arch/amdgpu/gcn3/operand.hh,4.0,1.0,amdgpu,arch,src
af9ecf79202dcb37c6ea7d71a0a45b8b19bf8df0,src/arch/amdgpu/gcn3/registers.cc,4.0,1.0,amdgpu,arch,src
af9ecf79202dcb37c6ea7d71a0a45b8b19bf8df0,src/arch/amdgpu/vega/operand.hh,4.0,1.0,amdgpu,arch,src
af9ecf79202dcb37c6ea7d71a0a45b8b19bf8df0,src/arch/amdgpu/vega/registers.cc,4.0,1.0,amdgpu,arch,src
1115f812331106085f50c8ae7078a05df494af40,src/dev/hsa/hsa_packet_processor.cc,12.0,0.0,,dev,src
1115f812331106085f50c8ae7078a05df494af40,src/dev/hsa/hsa_packet_processor.hh,2.0,0.0,,dev,src
1115f812331106085f50c8ae7078a05df494af40,src/dev/hsa/hw_scheduler.cc,6.0,2.0,,dev,src
f5e03741c7a4daa36d56fc4d187c02adfd8af172,src/arch/riscv/faults.hh,5.0,1.0,riscv,arch,src
f5e03741c7a4daa36d56fc4d187c02adfd8af172,src/arch/riscv/interrupts.hh,10.0,2.0,riscv,arch,src
f5e03741c7a4daa36d56fc4d187c02adfd8af172,src/arch/riscv/isa/decoder.isa,1.0,1.0,riscv,arch,src
4d8814f6372113cb8bd9d9aa9d6b1afa3b9af6a7,src/mem/hbm_ctrl.cc,9.0,0.0,,mem,src
4d8814f6372113cb8bd9d9aa9d6b1afa3b9af6a7,src/mem/hbm_ctrl.hh,2.0,0.0,,mem,src
ba2deb39e31f9e7ed9c69e66660d717584af5403,src/mem/HBMCtrl.py,1.0,1.0,,mem,src
62efcae89e12043aa75b87fa736252599220f76a,configs/ruby/GPU_VIPER.py,4.0,0.0,,configs,configs
0800c060d8740bcc5226da643e64ac5f7684b63e,src/dev/lupio/lupio_pic.cc,4.0,4.0,,dev,src
0800c060d8740bcc5226da643e64ac5f7684b63e,src/dev/lupio/lupio_pic.hh,5.0,5.0,,dev,src
0800c060d8740bcc5226da643e64ac5f7684b63e,src/dev/lupio/lupio_tmr.cc,4.0,4.0,,dev,src
0800c060d8740bcc5226da643e64ac5f7684b63e,src/dev/lupio/lupio_tmr.hh,5.0,5.0,,dev,src
1c6f57cd6d328f1f5e6f5e94448afdb4e6d6dc90,src/dev/lupio/lupio_ipi.cc,54.0,15.0,,dev,src
1c6f57cd6d328f1f5e6f5e94448afdb4e6d6dc90,src/dev/lupio/lupio_ipi.hh,9.0,3.0,,dev,src
da3feeef09a1eeedbde896eb181ad3789cd66aef,src/python/gem5/components/boards/experimental/lupv_board.py,2.0,2.0,,python,src
d1d7690123ab2deb9e36ea2b53efe56395ed7632,src/python/gem5/components/boards/experimental/lupv_board.py,1.0,1.0,,python,src
e391805d41c8d99ef20d08e0953a4ef999451b70,src/python/gem5/components/boards/experimental/lupv_board.py,21.0,30.0,,python,src
011ffb300bafeea6741df66953a7e8738847b7c1,src/python/gem5/components/boards/experimental/lupv_board.py,1.0,1.0,,python,src
f6082ba24bf2c7afcd51c43803f5ffdedaf50d92,src/SConscript,5.0,2.0,,src,src
23b2561bf668d42b51b36ed2084a499ab46996b3,src/arch/x86/isa/decoder/two_byte_opcodes.isa,7.0,1.0,x86,arch,src
23b2561bf668d42b51b36ed2084a499ab46996b3,src/arch/x86/isa/microops/specop.isa,92.0,1.0,x86,arch,src
c3a5dad1e867c069594f157c78cfdc3437b376cb,src/cpu/reg_class.hh,70.0,0.0,,cpu,src
261fd6122e97b442371d2e07f53e0dd47b8108c9,src/cpu/o3/cpu.cc,5.0,7.0,,cpu/o3,src
261fd6122e97b442371d2e07f53e0dd47b8108c9,src/cpu/thread_context.cc,40.0,52.0,,cpu,src
705351768c1becd685be1037ec1103051e58830a,src/cpu/reg_class.hh,8.0,0.0,,cpu,src
70289e72cd81bd1ab99ce6656de8da7fb1149e4a,src/arch/arm/SConscript,2.0,2.0,arm,arch,src
70289e72cd81bd1ab99ce6656de8da7fb1149e4a,src/arch/arm/isa.cc,12.0,28.0,arm,arch,src
70289e72cd81bd1ab99ce6656de8da7fb1149e4a,src/arch/arm/regs/cc.hh,4.0,0.0,arm,arch,src
70289e72cd81bd1ab99ce6656de8da7fb1149e4a,src/arch/arm/regs/int.hh,4.0,0.0,arm,arch,src
70289e72cd81bd1ab99ce6656de8da7fb1149e4a,src/arch/arm/regs/misc.hh,17.0,0.0,arm,arch,src
70289e72cd81bd1ab99ce6656de8da7fb1149e4a,src/arch/arm/regs/vec.hh,15.0,0.0,arm,arch,src
70289e72cd81bd1ab99ce6656de8da7fb1149e4a,src/arch/generic/isa.hh,1.0,1.0,generic,arch,src
70289e72cd81bd1ab99ce6656de8da7fb1149e4a,src/arch/mips/isa.cc,18.0,14.0,mips,arch,src
70289e72cd81bd1ab99ce6656de8da7fb1149e4a,src/arch/mips/regs/float.hh,6.0,0.0,mips,arch,src
70289e72cd81bd1ab99ce6656de8da7fb1149e4a,src/arch/mips/regs/int.hh,5.0,0.0,mips,arch,src
70289e72cd81bd1ab99ce6656de8da7fb1149e4a,src/arch/mips/regs/misc.hh,7.0,0.0,mips,arch,src
70289e72cd81bd1ab99ce6656de8da7fb1149e4a,src/arch/power/isa.cc,17.0,11.0,power,arch,src
70289e72cd81bd1ab99ce6656de8da7fb1149e4a,src/arch/power/regs/float.hh,7.0,0.0,power,arch,src
70289e72cd81bd1ab99ce6656de8da7fb1149e4a,src/arch/power/regs/int.hh,4.0,0.0,power,arch,src
70289e72cd81bd1ab99ce6656de8da7fb1149e4a,src/arch/power/regs/misc.hh,5.0,0.0,power,arch,src
70289e72cd81bd1ab99ce6656de8da7fb1149e4a,src/arch/riscv/isa.cc,17.0,13.0,riscv,arch,src
70289e72cd81bd1ab99ce6656de8da7fb1149e4a,src/arch/riscv/regs/float.hh,5.0,0.0,riscv,arch,src
70289e72cd81bd1ab99ce6656de8da7fb1149e4a,src/arch/riscv/regs/int.hh,4.0,0.0,riscv,arch,src
70289e72cd81bd1ab99ce6656de8da7fb1149e4a,src/arch/riscv/regs/misc.hh,5.0,0.0,riscv,arch,src
70289e72cd81bd1ab99ce6656de8da7fb1149e4a,src/arch/sparc/isa.cc,18.0,13.0,sparc,arch,src
70289e72cd81bd1ab99ce6656de8da7fb1149e4a,src/arch/sparc/regs/float.hh,7.0,0.0,sparc,arch,src
70289e72cd81bd1ab99ce6656de8da7fb1149e4a,src/arch/sparc/regs/int.hh,4.0,0.0,sparc,arch,src
70289e72cd81bd1ab99ce6656de8da7fb1149e4a,src/arch/sparc/regs/misc.hh,5.0,0.0,sparc,arch,src
70289e72cd81bd1ab99ce6656de8da7fb1149e4a,src/arch/x86/isa.cc,18.0,15.0,x86,arch,src
70289e72cd81bd1ab99ce6656de8da7fb1149e4a,src/arch/x86/regs/ccr.hh,5.0,0.0,x86,arch,src
70289e72cd81bd1ab99ce6656de8da7fb1149e4a,src/arch/x86/regs/float.hh,5.0,0.0,x86,arch,src
70289e72cd81bd1ab99ce6656de8da7fb1149e4a,src/arch/x86/regs/int.hh,4.0,0.0,x86,arch,src
70289e72cd81bd1ab99ce6656de8da7fb1149e4a,src/arch/x86/regs/misc.hh,5.0,0.0,x86,arch,src
70289e72cd81bd1ab99ce6656de8da7fb1149e4a,src/cpu/minor/dyn_inst.cc,1.0,1.0,,cpu/minor,src
70289e72cd81bd1ab99ce6656de8da7fb1149e4a,src/cpu/minor/scoreboard.hh,5.0,5.0,,cpu/minor,src
70289e72cd81bd1ab99ce6656de8da7fb1149e4a,src/cpu/o3/cpu.cc,8.0,8.0,,cpu/o3,src
70289e72cd81bd1ab99ce6656de8da7fb1149e4a,src/cpu/o3/inst_queue.cc,2.0,2.0,,cpu/o3,src
70289e72cd81bd1ab99ce6656de8da7fb1149e4a,src/cpu/o3/regfile.cc,12.0,11.0,,cpu/o3,src
70289e72cd81bd1ab99ce6656de8da7fb1149e4a,src/cpu/o3/rename_map.cc,1.0,1.0,,cpu/o3,src
70289e72cd81bd1ab99ce6656de8da7fb1149e4a,src/cpu/simple_thread.cc,6.0,6.0,,cpu,src
70289e72cd81bd1ab99ce6656de8da7fb1149e4a,src/cpu/thread_context.cc,36.0,36.0,,cpu,src
0bcc2e52496fb7dca6bbf2a555d46633e31504c1,src/python/gem5/components/boards/se_binary_workload.py,14.0,3.0,,python,src
72ce619a417554e9346778a18a16982083cd1bd2,tests/gem5/configs/download_check.py,3.0,1.0,,tests,tests
45cf2e3c341aaf07b9fbe68ae8ac9f25feaa12e8,src/arch/arm/aapcs32.hh,15.0,13.0,arm,arch,src
45cf2e3c341aaf07b9fbe68ae8ac9f25feaa12e8,src/arch/arm/aapcs64.hh,6.0,6.0,arm,arch,src
45cf2e3c341aaf07b9fbe68ae8ac9f25feaa12e8,src/arch/arm/fastmodel/iris/thread_context.cc,3.0,2.0,arm,arch,src
45cf2e3c341aaf07b9fbe68ae8ac9f25feaa12e8,src/arch/arm/htm.cc,12.0,21.0,arm,arch,src
45cf2e3c341aaf07b9fbe68ae8ac9f25feaa12e8,src/arch/arm/insts/tme64.cc,2.0,2.0,arm,arch,src
45cf2e3c341aaf07b9fbe68ae8ac9f25feaa12e8,src/arch/arm/isa.cc,9.0,16.0,arm,arch,src
45cf2e3c341aaf07b9fbe68ae8ac9f25feaa12e8,src/arch/arm/isa.hh,7.0,8.0,arm,arch,src
45cf2e3c341aaf07b9fbe68ae8ac9f25feaa12e8,src/arch/arm/isa/insts/data64.isa,3.0,3.0,arm,arch,src
45cf2e3c341aaf07b9fbe68ae8ac9f25feaa12e8,src/arch/arm/isa/insts/fp.isa,1.0,1.0,arm,arch,src
45cf2e3c341aaf07b9fbe68ae8ac9f25feaa12e8,src/arch/arm/isa/insts/misc.isa,10.0,10.0,arm,arch,src
45cf2e3c341aaf07b9fbe68ae8ac9f25feaa12e8,src/arch/arm/isa/templates/mem64.isa,1.0,1.0,arm,arch,src
45cf2e3c341aaf07b9fbe68ae8ac9f25feaa12e8,src/arch/arm/kvm/arm_cpu.cc,6.0,8.0,arm,arch,src
45cf2e3c341aaf07b9fbe68ae8ac9f25feaa12e8,src/arch/arm/kvm/armv8_cpu.cc,6.0,4.0,arm,arch,src
45cf2e3c341aaf07b9fbe68ae8ac9f25feaa12e8,src/arch/arm/nativetrace.cc,4.0,2.0,arm,arch,src
45cf2e3c341aaf07b9fbe68ae8ac9f25feaa12e8,src/arch/arm/regs/cc.hh,14.0,9.0,arm,arch,src
45cf2e3c341aaf07b9fbe68ae8ac9f25feaa12e8,src/arch/arm/regs/int.hh,95.0,90.0,arm,arch,src
45cf2e3c341aaf07b9fbe68ae8ac9f25feaa12e8,src/arch/arm/remote_gdb.cc,2.0,2.0,arm,arch,src
45cf2e3c341aaf07b9fbe68ae8ac9f25feaa12e8,src/arch/arm/tracers/tarmac_parser.cc,15.0,20.0,arm,arch,src
45cf2e3c341aaf07b9fbe68ae8ac9f25feaa12e8,src/arch/arm/tracers/tarmac_record.cc,3.0,6.0,arm,arch,src
45cf2e3c341aaf07b9fbe68ae8ac9f25feaa12e8,src/arch/arm/tracers/tarmac_record.hh,1.0,1.0,arm,arch,src
45cf2e3c341aaf07b9fbe68ae8ac9f25feaa12e8,src/arch/arm/utility.cc,4.0,8.0,arm,arch,src
45cf2e3c341aaf07b9fbe68ae8ac9f25feaa12e8,src/arch/mips/isa.cc,4.0,8.0,mips,arch,src
45cf2e3c341aaf07b9fbe68ae8ac9f25feaa12e8,src/arch/mips/isa/decoder.isa,9.0,11.0,mips,arch,src
45cf2e3c341aaf07b9fbe68ae8ac9f25feaa12e8,src/arch/mips/isa/formats/mt.isa,1.0,2.0,mips,arch,src
45cf2e3c341aaf07b9fbe68ae8ac9f25feaa12e8,src/arch/mips/mt.hh,12.0,16.0,mips,arch,src
45cf2e3c341aaf07b9fbe68ae8ac9f25feaa12e8,src/arch/mips/regs/float.hh,47.0,42.0,mips,arch,src
45cf2e3c341aaf07b9fbe68ae8ac9f25feaa12e8,src/arch/mips/regs/int.hh,53.0,49.0,mips,arch,src
45cf2e3c341aaf07b9fbe68ae8ac9f25feaa12e8,src/arch/mips/remote_gdb.cc,4.0,4.0,mips,arch,src
45cf2e3c341aaf07b9fbe68ae8ac9f25feaa12e8,src/arch/power/isa.cc,4.0,8.0,power,arch,src
45cf2e3c341aaf07b9fbe68ae8ac9f25feaa12e8,src/arch/power/process.cc,1.0,1.0,power,arch,src
45cf2e3c341aaf07b9fbe68ae8ac9f25feaa12e8,src/arch/power/regs/int.hh,50.0,45.0,power,arch,src
45cf2e3c341aaf07b9fbe68ae8ac9f25feaa12e8,src/arch/power/remote_gdb.cc,8.0,8.0,power,arch,src
45cf2e3c341aaf07b9fbe68ae8ac9f25feaa12e8,src/arch/riscv/insts/amo.cc,8.0,8.0,riscv,arch,src
45cf2e3c341aaf07b9fbe68ae8ac9f25feaa12e8,src/arch/riscv/isa.cc,4.0,8.0,riscv,arch,src
45cf2e3c341aaf07b9fbe68ae8ac9f25feaa12e8,src/arch/riscv/regs/float.hh,44.0,39.0,riscv,arch,src
45cf2e3c341aaf07b9fbe68ae8ac9f25feaa12e8,src/arch/riscv/regs/int.hh,41.0,36.0,riscv,arch,src
45cf2e3c341aaf07b9fbe68ae8ac9f25feaa12e8,src/arch/riscv/remote_gdb.cc,4.0,4.0,riscv,arch,src
45cf2e3c341aaf07b9fbe68ae8ac9f25feaa12e8,src/arch/sparc/isa.cc,4.0,4.0,sparc,arch,src
45cf2e3c341aaf07b9fbe68ae8ac9f25feaa12e8,src/arch/sparc/isa.hh,4.0,5.0,sparc,arch,src
45cf2e3c341aaf07b9fbe68ae8ac9f25feaa12e8,src/arch/sparc/linux/linux.hh,1.0,1.0,sparc,arch,src
45cf2e3c341aaf07b9fbe68ae8ac9f25feaa12e8,src/arch/sparc/linux/se_workload.cc,3.0,2.0,sparc,arch,src
45cf2e3c341aaf07b9fbe68ae8ac9f25feaa12e8,src/arch/sparc/nativetrace.cc,1.0,1.0,sparc,arch,src
45cf2e3c341aaf07b9fbe68ae8ac9f25feaa12e8,src/arch/sparc/regs/int.hh,56.0,51.0,sparc,arch,src
45cf2e3c341aaf07b9fbe68ae8ac9f25feaa12e8,src/arch/sparc/remote_gdb.cc,4.0,4.0,sparc,arch,src
45cf2e3c341aaf07b9fbe68ae8ac9f25feaa12e8,src/arch/sparc/se_workload.cc,1.0,1.0,sparc,arch,src
45cf2e3c341aaf07b9fbe68ae8ac9f25feaa12e8,src/arch/x86/emulenv.cc,4.0,6.0,x86,arch,src
45cf2e3c341aaf07b9fbe68ae8ac9f25feaa12e8,src/arch/x86/faults.cc,2.0,1.0,x86,arch,src
45cf2e3c341aaf07b9fbe68ae8ac9f25feaa12e8,src/arch/x86/insts/microop_args.hh,6.0,7.0,x86,arch,src
45cf2e3c341aaf07b9fbe68ae8ac9f25feaa12e8,src/arch/x86/insts/static_inst.cc,2.0,2.0,x86,arch,src
45cf2e3c341aaf07b9fbe68ae8ac9f25feaa12e8,src/arch/x86/isa.cc,6.0,12.0,x86,arch,src
45cf2e3c341aaf07b9fbe68ae8ac9f25feaa12e8,src/arch/x86/isa.hh,5.0,4.0,x86,arch,src
45cf2e3c341aaf07b9fbe68ae8ac9f25feaa12e8,src/arch/x86/isa/specialize.isa,5.0,5.0,x86,arch,src
45cf2e3c341aaf07b9fbe68ae8ac9f25feaa12e8,src/arch/x86/regs/ccr.hh,12.0,7.0,x86,arch,src
45cf2e3c341aaf07b9fbe68ae8ac9f25feaa12e8,src/arch/x86/regs/float.hh,14.0,9.0,x86,arch,src
45cf2e3c341aaf07b9fbe68ae8ac9f25feaa12e8,src/arch/x86/regs/int.hh,33.0,28.0,x86,arch,src
654451c2beea55d8ecb30c86774959a038d65f7e,src/arch/arm/isa/operands.isa,2.0,2.0,arm,arch,src
654451c2beea55d8ecb30c86774959a038d65f7e,src/arch/arm/tracers/tarmac_record.cc,22.0,37.0,arm,arch,src
654451c2beea55d8ecb30c86774959a038d65f7e,src/arch/arm/tracers/tarmac_record.hh,13.0,24.0,arm,arch,src
654451c2beea55d8ecb30c86774959a038d65f7e,src/arch/arm/tracers/tarmac_record_v8.cc,15.0,27.0,arm,arch,src
654451c2beea55d8ecb30c86774959a038d65f7e,src/arch/arm/tracers/tarmac_record_v8.hh,4.0,11.0,arm,arch,src
654451c2beea55d8ecb30c86774959a038d65f7e,src/arch/arm/utility.cc,1.0,1.0,arm,arch,src
654451c2beea55d8ecb30c86774959a038d65f7e,src/arch/isa_parser/operand_types.py,12.0,12.0,isa_parser,arch,src
654451c2beea55d8ecb30c86774959a038d65f7e,src/arch/mips/isa/operands.isa,1.0,1.0,mips,arch,src
654451c2beea55d8ecb30c86774959a038d65f7e,src/arch/power/isa/includes.isa,1.0,0.0,power,arch,src
654451c2beea55d8ecb30c86774959a038d65f7e,src/arch/riscv/isa/operands.isa,1.0,1.0,riscv,arch,src
654451c2beea55d8ecb30c86774959a038d65f7e,src/arch/sparc/isa/includes.isa,1.0,0.0,sparc,arch,src
654451c2beea55d8ecb30c86774959a038d65f7e,src/arch/sparc/isa/operands.isa,1.0,1.0,sparc,arch,src
654451c2beea55d8ecb30c86774959a038d65f7e,src/arch/x86/isa/operands.isa,1.0,1.0,x86,arch,src
654451c2beea55d8ecb30c86774959a038d65f7e,src/cpu/SConscript,1.0,0.0,,cpu,src
654451c2beea55d8ecb30c86774959a038d65f7e,src/cpu/o3/regfile.cc,13.0,7.0,,cpu/o3,src
654451c2beea55d8ecb30c86774959a038d65f7e,src/cpu/reg_class.hh,23.0,17.0,,cpu,src
01c4786b73a72fdc847db4b0e2c3249142df10cf,tests/gem5/hello_se/test_hello_se.py,1.0,0.0,,tests,tests
a46b7c99c8835b542fe50141b1a4f446f9a2b8c9,src/cpu/reg_class.cc,1.0,1.0,,cpu,src
a46b7c99c8835b542fe50141b1a4f446f9a2b8c9,src/cpu/reg_class.hh,1.0,1.0,,cpu,src
87acb9776264f256e2befbee33b268a953ef79fb,src/cpu/minor/dyn_inst.cc,6.0,11.0,,cpu/minor,src
87acb9776264f256e2befbee33b268a953ef79fb,src/cpu/minor/dyn_inst.hh,1.0,2.0,,cpu/minor,src
87acb9776264f256e2befbee33b268a953ef79fb,src/cpu/minor/execute.cc,1.0,2.0,,cpu/minor,src
87acb9776264f256e2befbee33b268a953ef79fb,src/cpu/minor/fetch2.cc,2.0,4.0,,cpu/minor,src
ba5a017d9ae6cae28f620cfd562257c006859aeb,src/cpu/o3/dyn_inst.hh,11.0,30.0,,cpu/o3,src
6217ac737b405ec59eb71696938ca449787b1dd6,src/arch/arm/regs/misc.cc,8.0,1.0,arm,arch,src
6217ac737b405ec59eb71696938ca449787b1dd6,src/arch/arm/regs/misc.hh,1.0,0.0,arm,arch,src
25bdb73b9f912a1e811e54f6065daa9aafaedcfa,src/arch/arm/insts/mem64.cc,7.0,1.0,arm,arch,src
25bdb73b9f912a1e811e54f6065daa9aafaedcfa,src/arch/arm/insts/mem64.hh,5.0,4.0,arm,arch,src
25bdb73b9f912a1e811e54f6065daa9aafaedcfa,src/arch/arm/insts/misc64.cc,35.0,2.0,arm,arch,src
25bdb73b9f912a1e811e54f6065daa9aafaedcfa,src/arch/arm/insts/misc64.hh,26.0,16.0,arm,arch,src
25bdb73b9f912a1e811e54f6065daa9aafaedcfa,src/arch/arm/isa/formats/aarch64.isa,11.0,16.0,arm,arch,src
25bdb73b9f912a1e811e54f6065daa9aafaedcfa,src/arch/arm/isa/insts/data64.isa,1.0,1.0,arm,arch,src
25bdb73b9f912a1e811e54f6065daa9aafaedcfa,src/arch/arm/isa/templates/mem64.isa,4.0,4.0,arm,arch,src
25bdb73b9f912a1e811e54f6065daa9aafaedcfa,src/arch/arm/isa/templates/misc64.isa,9.0,10.0,arm,arch,src
25bdb73b9f912a1e811e54f6065daa9aafaedcfa,src/arch/arm/utility.hh,0.0,13.0,arm,arch,src
07b6f4261c462da995b60cb3cc1111edd910b56d,src/arch/arm/insts/static_inst.hh,9.0,7.0,arm,arch,src
e4ab0bb5cfd18ee05f117806412be2c6e010e580,src/arch/arm/insts/misc64.cc,2.0,2.0,arm,arch,src
e4ab0bb5cfd18ee05f117806412be2c6e010e580,src/arch/arm/insts/misc64.hh,4.0,2.0,arm,arch,src
f118b5755a57ce61f64dc363a33b97ee428ffbd7,src/arch/arm/isa.cc,0.0,14.0,arm,arch,src
f118b5755a57ce61f64dc363a33b97ee428ffbd7,src/arch/arm/isa.hh,0.0,450.0,arm,arch,src
f118b5755a57ce61f64dc363a33b97ee428ffbd7,src/arch/arm/regs/misc.cc,13.0,0.0,arm,arch,src
